,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
373,Hinganghāt,20.57,78.83,77.0,100,90,4.7,IN,1594855938
374,Jumla,29.27,82.18,61.77,67,76,0.6,NP,1594855938
375,Plouzané,48.38,-4.62,59.0,100,90,5.82,FR,1594855938
376,Carnot,4.94,15.87,69.75,92,75,0.78,CF,1594855938
377,Cheney,47.49,-117.58,87.8,20,75,5.82,US,1594855938
378,Hutchinson,38.06,-97.93,84.99,58,1,4.7,US,1594855938
379,Lianhe,47.13,129.27,82.72,62,95,1.54,CN,1594855938
380,Richards Bay,-28.78,32.04,57.45,65,76,5.57,ZA,1594855939
381,Arrondissement de Saint-Denis,48.92,2.33,64.99,68,90,5.82,FR,1594855939
382,Alice Springs,-23.7,133.88,52.0,56,0,9.98,AU,1594855939
383,Lātehār,23.75,84.5,77.04,88,31,3.83,IN,1594855939
384,Labuhan,-6.88,112.21,76.95,86,34,7.07,ID,1594855939
385,Arman',59.7,150.17,62.92,65,86,1.61,RU,1594855939
386,Qasigiannguit,68.82,-51.19,46.4,65,96,2.24,GL,1594855698
387,San Joaquin,10.26,-67.79,73.17,90,10,6.38,VE,1594855939
388,Verkhoyansk,67.54,133.38,52.41,57,83,7.63,RU,1594855939
389,Linxia Chengguanzhen,35.6,103.21,67.06,57,59,2.84,CN,1594855939
390,Hambantota,6.12,81.12,81.57,75,96,13.53,LK,1594855939
391,Margate,51.38,1.39,61.0,91,100,1.01,GB,1594855837
392,Brigantine,39.41,-74.36,75.2,73,20,10.29,US,1594855939
393,Yermakovskoye,53.28,92.4,55.96,81,84,2.77,RU,1594855939
394,Dawei,14.08,98.2,77.61,86,87,2.28,MM,1594855939
395,Naryan-Mar,67.67,53.09,42.55,92,30,6.33,RU,1594855940
396,Sandwick,60.0,-1.25,53.6,93,100,6.93,GB,1594855940
397,Mercedes,-34.65,-59.43,48.99,63,18,1.99,AR,1594855940
398,Gutiérrez,4.25,-74.0,69.8,94,75,6.93,CO,1594855940
399,Bhadrāchalam,17.67,80.88,76.87,91,100,5.19,IN,1594855940
400,Boguchany,58.38,97.45,54.81,66,0,7.05,RU,1594855940
401,Lithakia,37.72,20.83,69.8,88,0,2.24,GR,1594855940
402,Elko,41.0,-115.5,91.4,7,1,8.9,US,1594855940
403,Roald,62.58,6.13,54.0,93,72,2.8,NO,1594855940
404,Port Lincoln,-34.73,135.87,56.48,70,0,7.38,AU,1594855940
405,Valdivia,-39.81,-73.25,50.0,100,90,1.21,CL,1594855740
406,Khatanga,71.97,102.5,56.48,68,100,10.54,RU,1594855647
407,Codrington,-38.27,141.97,47.41,83,26,4.41,AU,1594855940
408,Santa Maria,-29.68,-53.81,48.2,81,0,4.7,BR,1594855941
409,Seoul,37.57,126.98,75.2,69,1,2.46,KR,1594855912
410,Kaiyuan,23.7,103.3,70.18,79,97,4.25,CN,1594855941
411,Chupa,66.27,33.05,45.23,88,25,4.0,RU,1594855941
412,Inuvik,68.35,-133.72,62.6,63,75,5.82,CA,1594855697
413,Iquique,-20.22,-70.14,59.0,77,2,13.87,CL,1594855941
414,Airai,-8.93,125.41,63.28,79,73,5.14,TL,1594855941
415,Kalanguy,51.02,116.52,70.52,79,92,5.88,RU,1594855941
416,Kovrov,56.36,41.32,55.8,84,88,11.1,RU,1594855941
417,Bealanana,-14.55,48.73,56.1,87,84,3.6,MG,1594855941
418,Söderhamn,61.3,17.06,55.0,88,90,1.01,SE,1594855941
419,Port Macquarie,-31.43,152.92,59.0,54,23,19.46,AU,1594855941
420,Port Hueneme,34.15,-119.2,73.99,68,1,12.75,US,1594855941
421,Dafeng,23.45,108.59,81.7,77,34,5.21,CN,1594855942
422,Altamont,42.21,-121.74,91.99,15,1,6.93,US,1594855942
423,Xinzhi,36.5,111.7,79.99,52,86,3.65,CN,1594855942
424,Big Spring,32.25,-101.48,105.8,12,1,18.34,US,1594855942
425,Kokstad,-30.55,29.42,34.66,67,0,4.18,ZA,1594855942
426,Bǝrdǝ,40.37,47.13,76.78,57,15,4.83,AZ,1594855942
427,Lagoa,39.05,-27.98,68.68,81,100,13.06,PT,1594855942
428,Porto Santo,33.07,-16.34,68.0,72,75,12.75,PT,1594855942
429,João Pessoa,-7.12,-34.86,73.4,94,20,5.82,BR,1594855690
430,Rockport,28.02,-97.05,89.6,66,20,17.22,US,1594855942
431,Schöningen,52.14,10.97,57.0,96,17,6.02,DE,1594855942
432,Toropets,56.5,31.64,52.25,92,100,10.2,RU,1594855942
433,Whitefish,48.41,-114.34,80.6,28,1,10.29,US,1594855811
434,Hofn,64.25,-15.21,51.35,92,100,11.72,IS,1594855942
435,Paamiut,61.99,-49.67,43.83,81,2,20.78,GL,1594855943
436,Asha,55.0,57.27,70.2,62,0,4.5,RU,1594855943
437,The Valley,18.22,-63.06,82.4,78,20,8.05,AI,1594855943
438,Palana,59.12,159.97,50.2,100,100,13.69,RU,1594855943
439,Toccoa,34.58,-83.33,91.4,46,1,5.82,US,1594855943
440,Alpena,45.06,-83.43,72.0,94,90,3.11,US,1594855943
441,Los Llanos de Aridane,28.66,-17.92,78.01,73,40,16.11,ES,1594855644
442,Udimskiy,61.14,45.91,61.39,98,100,7.58,RU,1594855943
443,Sahuaripa,29.05,-109.23,100.0,26,3,4.68,MX,1594855943
444,Talnakh,69.49,88.4,48.2,87,75,4.47,RU,1594855943
445,Salto,-31.38,-57.97,55.4,62,75,5.82,UY,1594855849
446,Ixtapa,20.7,-105.2,87.8,66,75,10.29,MX,1594855698
447,Antofagasta,-23.65,-70.4,55.4,82,20,6.93,CL,1594855912
448,Tarnos,43.54,-1.46,66.2,72,90,3.36,FR,1594855944
449,Deputatsky,69.3,139.9,39.96,72,96,8.48,RU,1594855944
450,Torbay,47.67,-52.73,50.0,100,90,20.8,CA,1594855944
451,Tabuk,17.42,121.44,80.56,79,1,4.09,PH,1594855944
452,Kuala Terengganu,5.33,103.14,77.0,94,20,4.7,MY,1594855944
453,Sovetskiy,61.36,63.58,68.86,85,44,6.8,RU,1594855944
454,Chaiya,9.39,99.2,77.0,100,90,3.31,TH,1594855944
455,Havøysund,71.0,24.66,51.8,93,75,10.29,NO,1594855944
456,Colares,38.8,-9.45,82.99,58,0,13.62,PT,1594855944
457,Zhigansk,66.77,123.37,69.13,53,39,5.23,RU,1594855944
458,Gilgit,35.92,74.31,75.79,36,99,1.52,PK,1594855944
459,Wangaratta,-36.37,146.33,37.4,100,0,2.91,AU,1594855697
460,Terekli-Mekteb,44.17,45.87,78.12,41,43,6.89,RU,1594855944
461,Kavieng,-2.57,150.8,84.38,65,3,3.98,PG,1594855945
462,Amapá,1.0,-52.0,72.73,92,3,2.35,BR,1594855945
463,Lima,-12.04,-77.03,59.0,87,90,10.29,PE,1594855796
464,Kinston,35.26,-77.58,87.8,58,75,9.17,US,1594855945
465,Pisco,-13.7,-76.22,61.0,87,40,6.93,PE,1594855945
466,Tomatlán,19.93,-105.25,88.27,64,24,8.39,MX,1594855945
467,Sørland,67.67,12.69,55.11,85,97,1.14,NO,1594855707
468,Kailua,21.4,-157.74,82.4,61,90,12.75,US,1594855945
469,Ongandjera,-17.88,15.07,54.54,34,0,14.99,NA,1594855945
470,Pashiya,58.43,58.26,66.67,85,0,3.69,RU,1594855945
471,Gōtsuchō,35.0,132.22,69.8,88,75,3.36,JP,1594855945
472,San Matías,-16.37,-58.4,82.92,42,42,3.24,BO,1594855945
473,Khuzhir,53.19,107.34,56.68,81,100,10.02,RU,1594855945
474,Zaoyang,32.13,112.75,71.15,92,100,3.44,CN,1594855946
475,Laguna,38.42,-121.42,96.01,28,1,8.05,US,1594855946
476,Narsaq,60.92,-46.05,53.6,62,5,9.17,GL,1594855946
477,Kidal,18.44,1.41,82.15,54,57,8.61,ML,1594855946
478,Kirakira,-10.45,161.92,82.8,72,99,3.89,SB,1594855946
479,Chicama,-7.84,-79.15,63.25,82,8,6.08,PE,1594855946
480,Yüksekova,37.57,44.29,62.6,77,1,6.93,TR,1594855946
481,Mogadishu,2.04,45.34,77.38,82,97,18.23,SO,1594855946
482,Livingston,55.9,-3.52,57.99,87,82,10.29,GB,1594855946
483,Rongcheng,30.63,117.85,80.01,99,100,2.39,CN,1594855946
484,Samarai,-10.62,150.67,78.51,86,26,16.58,PG,1594855711
485,Ḩasanābād,36.55,61.05,84.22,32,15,16.82,IR,1594855946
486,Terme,41.21,36.97,69.8,83,75,4.43,TR,1594855946
487,Bull Savanna,17.89,-77.59,79.3,86,42,3.29,JM,1594855946
488,Antsohihy,-14.88,47.99,63.63,81,11,5.44,MG,1594855947
489,Biltine,14.53,20.92,81.21,61,89,11.79,TD,1594855947
490,Puerto Baquerizo Moreno,-0.9,-89.6,67.21,89,76,9.15,EC,1594855947
491,Province of Mantua,45.17,10.78,68.0,85,32,1.01,IT,1594855947
492,Pļaviņas,56.62,25.73,51.96,81,96,1.88,LV,1594855947
493,Biloela,-24.42,150.5,58.69,45,0,15.61,AU,1594855947
494,Gornopravdinsk,60.05,69.9,70.32,90,33,2.53,RU,1594855947
495,Namatanai,-3.67,152.43,84.49,68,7,1.66,PG,1594855947
496,Kuzhener,56.81,48.91,60.57,94,24,6.06,RU,1594855947
497,Carson City,39.16,-119.77,95.0,7,1,6.93,US,1594855947
498,Shahrud,36.42,54.98,68.04,62,65,7.38,IR,1594855947
499,Narutochō-mitsuishi,34.18,134.62,79.0,69,75,6.93,JP,1594855947
500,Chui,-33.7,-53.46,41.85,72,0,3.98,UY,1594855947
501,Vangaindrano,-23.35,47.6,64.65,89,7,9.19,MG,1594855947
502,Muscat,23.61,58.59,86.0,89,3,2.24,OM,1594855948
503,Nicoya,10.15,-85.45,77.0,94,91,6.93,CR,1594855948
504,Saint-Pierre,-21.34,55.48,66.2,72,44,4.7,RE,1594855948
505,Puerto del Rosario,28.5,-13.86,73.4,78,5,16.11,ES,1594855948
506,San Andrés,12.58,-81.7,84.2,83,75,9.17,CO,1594855948
507,Garissa,-0.45,39.64,72.91,74,100,16.24,KE,1594855948
508,Pucallpa,-8.38,-74.55,75.2,88,75,1.12,PE,1594855948
509,Knysna,-34.04,23.05,42.8,70,22,2.24,ZA,1594855948
510,Hillsborough,37.57,-122.38,79.0,49,75,9.17,US,1594855948
511,Port Hardy,50.7,-127.42,66.2,77,75,3.36,CA,1594855927
512,Shepsi,44.04,39.15,71.62,68,43,6.98,RU,1594855948
513,Mahanoro,-19.9,48.8,67.39,85,76,6.85,MG,1594855948
514,Mount Isa,-20.73,139.5,57.2,31,1,5.82,AU,1594855949
515,Birjand,32.87,59.22,73.4,28,0,4.7,IR,1594855949
516,Plettenberg Bay,-34.05,23.37,52.3,42,8,3.58,ZA,1594855949
517,Stephenville,32.22,-98.2,97.0,30,1,10.29,US,1594855949
518,Severo-Kuril'sk,50.68,156.12,53.26,87,92,7.54,RU,1594855949
519,Dubbo,-32.25,148.62,39.2,100,40,6.76,AU,1594855846
520,Iberia,29.95,-91.75,89.6,74,75,9.17,US,1594855949
521,Mount Gambier,-37.83,140.77,41.0,100,55,5.82,AU,1594855949
522,Tomball,30.1,-95.62,99.0,41,1,8.05,US,1594855813
523,Emirdağ,39.02,31.15,63.88,74,0,2.24,TR,1594855949
524,Shelburne,44.08,-80.2,80.6,51,20,13.87,CA,1594855949
525,Harper,4.38,-7.72,75.15,74,100,6.85,LR,1594855820
526,Lethem,3.38,-59.8,77.77,80,28,3.58,GY,1594855949
527,Milos,36.75,24.43,69.8,73,0,6.93,GR,1594855949
528,Kūstī,13.16,32.66,80.02,66,100,16.51,SD,1594855949
529,Rize,40.9,40.89,49.39,67,0,3.2,TR,1594855950
530,Santa Isabel Rio Negro,-0.41,-65.02,75.69,83,48,1.48,BR,1594855950
531,Sobreira,41.52,-7.8,70.0,5,26,7.58,PT,1594855950
532,Ovalle,-30.6,-71.2,57.16,76,0,3.02,CL,1594855950
533,Edd,13.93,41.69,92.61,45,92,4.76,ER,1594855950
534,Acajutla,13.59,-89.83,73.4,94,40,11.41,SV,1594855950
535,Lüderitz,-26.65,15.16,73.4,15,0,24.16,NA,1594855950
536,Burns Lake,54.23,-125.75,60.96,78,100,4.36,CA,1594855950
537,Mayo,38.89,-76.51,86.0,54,1,8.05,US,1594855950
538,Berdigestyakh,62.1,126.7,80.74,44,20,0.07,RU,1594855950
539,Huehuetán,15.02,-92.37,89.6,59,5,8.05,MX,1594855950
540,Plateros,23.22,-102.85,82.4,26,75,6.93,MX,1594855950
541,Palmer,42.16,-72.33,77.0,61,75,9.17,US,1594855925
542,Chapais,49.78,-74.85,69.8,56,90,8.05,CA,1594855686
543,Igrim,63.19,64.42,60.12,90,83,10.36,RU,1594855951
544,Emba,48.83,58.14,81.28,32,0,10.96,KZ,1594855951
545,Kaabong,3.48,34.15,63.1,82,92,8.14,UG,1594855951
546,Teshie,5.58,-0.11,75.2,94,90,8.05,GH,1594855951
547,Rafaela,-31.25,-61.49,57.0,26,100,1.99,AR,1594855951
548,Rockledge,28.35,-80.73,84.99,74,40,6.93,US,1594855951
549,Arrondissement de Pithiviers,48.17,2.25,64.0,72,74,5.79,FR,1594855951
550,Osakarovka,50.56,72.57,59.97,74,0,8.93,KZ,1594855951
551,Koster,-25.86,26.9,36.37,60,0,4.99,ZA,1594855951
552,Noyabrsk,63.2,75.45,63.21,86,84,17.49,RU,1594855951
553,Taoudenni,22.68,-3.98,98.33,22,6,14.9,ML,1594855951
554,Xiaoshi,41.3,124.12,75.2,88,0,4.47,CN,1594855828
555,Coruripe,-10.13,-36.18,74.21,87,3,7.52,BR,1594855952
556,Kodino,63.72,39.64,50.77,77,98,9.75,RU,1594855952
557,Tshikapa,-6.42,20.8,70.66,38,1,1.68,CD,1594855952
558,Dwārka,22.24,68.97,83.73,84,100,10.38,IN,1594855952
559,Terre Haute,39.47,-87.41,86.0,62,1,9.17,US,1594855952
560,Ulaangom,49.98,92.07,61.25,61,18,5.26,MN,1594855952
